Id,Date,Transaction
1248,2/2,-691.23
1249,9/19,+475.9
1250,1/8,+170.91
1251,8/8,-217.39
1252,3/1,-707.6
1253,6/13,-466.52
1254,10/2,-680.5
1255,1/9,+544.87
1256,8/12,+858.28
1257,1/2,+589.31
1258,11/4,+531.6
1259,2/6,+655.95
1260,7/16,+527.15
1261,1/17,-332.32
1262,11/13,-531.07
1263,3/16,-766.52
1264,9/3,-371.43
1265,10/18,+550.21
1266,10/15,-871.33
1267,9/9,-668.66
1268,4/10,+287.22
1269,3/19,+167.28
1270,1/1,+72.38
1271,11/6,+517.3
1272,5/12,+117.76
1273,5/13,+14.27
1274,10/1,+786.65
1275,7/19,+572.56
1276,10/7,+576.34
1277,4/10,-57.38
1278,5/15,+257.89
1279,8/17,-412.01
1280,4/13,-134.32
1281,5/12,+357.54
1282,9/14,+927.79
1283,4/14,-186.58
1284,1/16,+309.12
1285,4/19,+248.2
1286,2/7,+100.15
1287,7/7,+520.92
1288,1/18,-990.79
1289,1/4,-757.98
1290,11/11,-296.18
1291,4/18,+516.86
1292,9/17,+689.41
1293,11/11,+449.11
1294,2/11,+449.23
1295,8/17,-888.5
1296,4/19,+347.93
1297,10/17,+981.75
1298,1/9,-321.56
1299,10/13,+628.92
1300,5/10,+867.59
1301,4/10,+703.34
1302,8/10,-678.37
1303,6/19,+312.03
1304,7/16,-541.23
1305,11/11,+486.99
1306,6/10,-362.15
1307,8/7,+123.92
1308,2/15,+254.09
1309,2/15,-466.61
1310,5/5,-198.32
1311,3/4,+535.94
1312,11/1,-485.31
1313,10/2,+732.73
1314,1/19,-340.17
1315,3/12,+607.93
1316,9/8,-814.39
1317,6/17,-305.44
1318,10/3,-659.98
1319,11/19,+69.7
1320,5/4,-746.22
1321,1/14,-266.29
1322,11/1,+240.09
1323,7/8,-859.4
1324,5/18,-285.06
1325,4/11,-771.24
1326,7/1,-982.79
1327,8/18,+8.99
1328,4/11,+730.5
1329,7/17,-784.49
1330,10/4,-634.93
1331,8/19,+877.47
1332,8/9,-998.21
1333,8/12,+516.68
1334,7/11,+240.97
1335,5/11,+968.52
1336,7/12,-701.28
1337,1/18,+597.24
1338,4/4,-102.19
1339,9/15,+845.76
1340,2/13,+286.28
1341,8/8,+853.45
1342,5/15,+622.89
1343,10/17,-187.61
1344,2/6,-852.81
1345,1/2,-898.36
1346,5/12,+962.57
1347,8/16,+703.03
1348,8/9,+837.58
1349,2/6,-799.64
1350,10/9,-767.27
1351,4/1,+962.04
1352,4/15,+613.61
1353,1/10,-750.29
1354,4/6,+624.63
1355,6/4,-779.56
1356,11/10,-547.39
1357,7/17,+433.06
1358,8/3,-43.8
1359,8/12,-649.21
1360,11/17,-638.64
1361,5/2,+549.9
1362,7/5,+832.48
1363,7/8,-326.83
1364,8/14,-775.1
1365,5/11,+642.78
1366,1/10,-219.17
1367,11/6,-384.75
1368,3/14,+873.22
1369,11/14,+123.84
1370,2/11,+924.23
1371,8/11,+636.31
1372,2/11,+437.9
1373,10/9,+805.64
1374,11/18,+298.27
1375,1/6,+365.97
1376,4/19,-472.64
1377,9/11,-687.02
1378,5/6,+188.76
1379,5/12,-312.65
1380,1/14,+439.34
1381,1/4,-889.98
1382,5/13,+59.63
1383,5/13,-962.51
1384,9/13,+765.07
1385,4/11,-648.25
1386,6/4,-140.02
1387,9/10,+584.85
1388,9/9,+152.02
1389,10/17,-73.38
1390,2/17,+574.01
1391,11/15,-584.26
1392,5/12,-460.25
1393,9/8,-987.07
1394,6/11,+446.84
1395,6/5,+395.78
1396,6/12,-316.31
1397,6/14,+505.16
1398,8/10,-701.59
1399,5/6,+915.86
1400,7/17,-765.26
1401,8/17,-408.58
1402,1/9,+11.02
1403,6/10,+596.12
1404,11/18,-207.37
1405,7/9,-199.7
1406,8/8,-475.68
1407,7/9,-40.6
1408,6/6,+499.9
1409,1/19,+760.06
1410,1/19,-609.56
1411,9/17,-42.99
1412,7/16,-179.23
1413,11/18,+463.33
1414,4/10,+159.04
1415,7/3,-559.88
1416,2/5,+297.48
1417,5/18,+529.27
1418,5/15,-499.62
1419,9/9,+912.56
1420,8/2,-716.23
1421,2/16,-770.66
1422,4/9,+411.99
1423,10/11,-967.35
1424,2/7,-280.48
1425,2/11,+389.43
1426,4/2,+318.49
1427,1/14,+941.14
1428,9/17,-701.82
1429,7/18,-679.58
1430,9/7,+699.53
1431,11/8,+879.22
1432,2/12,-398.43
1433,5/19,+646.79
1434,6/18,+589.97
1435,2/3,-101.48
1436,11/5,-419.06
1437,4/17,+2.84
1438,11/1,-222.99
1439,3/17,+69.12
1440,7/4,+431.94
1441,2/2,-558.66
1442,6/16,-559.76
1443,6/1,+142.55
1444,4/18,+432.69
1445,2/7,-277.41
1446,6/10,+104.21
1447,8/19,+58.86
1448,5/19,+449.17
1449,6/5,-876.76
1450,7/4,-100.43
1451,8/19,-937.91
1452,10/19,-451.41
1453,6/17,+319.26
1454,10/19,+773.44
1455,7/3,-316.83
1456,10/15,+795.85
1457,8/10,+798.87
1458,6/17,-928.5
1459,4/7,+421.13
1460,3/10,+428.19
1461,7/7,-441.04
1462,3/19,-339.78
1463,5/11,+490.33
1464,11/6,+639.84
1465,8/4,+761.32
1466,5/3,+322.95
1467,5/4,+23.13
1468,3/12,+742.87
1469,3/17,-519.7
1470,9/1,+584.68
1471,2/16,-145.62
1472,6/2,-516.41
1473,8/2,+252.38
1474,5/15,+601.8
1475,11/12,+528.85
1476,11/16,+161.75
1477,11/13,-920.63
1478,2/15,+143.62
1479,8/4,+766.47
1480,11/19,-174.6
1481,3/10,-785.85
1482,7/19,+760.38
1483,8/14,-356.45
1484,4/7,+185.27
1485,10/3,+840.88
1486,5/16,-828.53
1487,6/18,+878.81
1488,11/18,+825.18
1489,2/10,-48.56
1490,10/13,-107.32
1491,6/12,-666.29
1492,3/18,+71.28
1493,11/10,-549.23
1494,3/4,+87.11
1495,4/14,+995.51
1496,3/14,+627.45
1497,4/4,-920.56
1498,9/11,-405.45
1499,1/18,+486.36
1500,7/10,+596.78
1501,2/6,+708.05
1502,7/4,-11.45
1503,9/19,-787.31
1504,4/14,-284.15
1505,9/18,+518.22
1506,7/9,-338.76
1507,9/5,-895.56
1508,9/2,+499.92
1509,1/9,+602.2
1510,4/15,+116.7
1511,6/4,-543.53
1512,1/9,+372.96
1513,5/12,+111.04
1514,6/12,+518.12
1515,2/13,+664.8
1516,8/1,+663.76
1517,6/17,-804.8
1518,11/19,-194.02
1519,6/14,+374.16
1520,9/10,-121.59
1521,8/19,+662.38
1522,9/14,+160.46
1523,5/15,-122.12
1524,9/14,+837.87
1525,10/17,-653.15
1526,11/18,+71.49
1527,8/14,+130.66
1528,4/4,-194.08
1529,4/3,+438.85
1530,5/13,-508.97
1531,1/13,+607.42
1532,2/17,+477.86
1533,4/2,-987.17
1534,2/8,+985.06
1535,9/13,+584.3
1536,7/2,-999.41
1537,6/19,+252.34
1538,4/4,-159.22
1539,8/5,-894.74
1540,8/14,-131.35
1541,9/19,+952.56
1542,2/11,-726.11
1543,5/17,-587.73
1544,3/2,-545.23
1545,5/18,-782.27
1546,10/6,-399.73
1547,2/18,+416.18
1548,9/4,+593.92
1549,3/5,-945.19
1550,11/19,-624.95
1551,1/1,-553.27
1552,1/19,-684.12
1553,8/11,+990.81
1554,10/3,-319.48
1555,1/18,-173.32
1556,7/13,-438.33
1557,4/5,+725.44
1558,7/18,+246.97
1559,9/2,+170.61
1560,3/19,-843.28
1561,11/13,-223.55
1562,1/1,+785.83
1563,11/6,+627.67
1564,11/10,-11.87
1565,5/5,-430.42
1566,9/17,+375.05
1567,8/10,-849.22
1568,1/9,+788.51
1569,1/13,+833.97
1570,6/17,-713.44
1571,1/17,-654.83
1572,8/7,-212.07
1573,6/5,-664.55
1574,6/14,+583.09
1575,7/1,+4.21
1576,10/8,-340.66
1577,9/7,+251.57
1578,7/4,-676.01
1579,6/16,+764.51
1580,3/10,-531.67
1581,10/15,-461.68
1582,6/7,-256.27
1583,7/9,-975.75
1584,7/9,-720.91
1585,8/10,+575.5
1586,2/14,+685.3
1587,8/9,-92.44
1588,4/13,-180.35
1589,10/16,-599.48
1590,5/13,-637.25
1591,3/7,-650.14
1592,8/9,-809.25
1593,11/1,+566.7
1594,1/1,+192.84
1595,11/8,-260.4
1596,4/16,+745.89
1597,4/13,-428.44
1598,10/2,-321.92
1599,9/2,+347.9
1600,5/19,-969.46
1601,3/15,-25.56
1602,7/8,+464.42
1603,7/15,+770.66
1604,2/18,-358.47
1605,10/7,+26.08
1606,8/2,+382.39
1607,10/2,-554.63
1608,2/12,-642.5
1609,5/8,+599.27
1610,4/5,+476.39
1611,1/8,-226.16
1612,11/19,-865.49
1613,2/16,+816.71
1614,10/8,+121.52
1615,1/13,+124.67
1616,9/5,-841.32
1617,10/17,-33.27
1618,6/14,+712.77
1619,7/19,-413.69
1620,3/15,+661.07
1621,3/2,+903.43
1622,2/6,+358.21
1623,6/3,-289.67
1624,9/3,+629.72
1625,7/7,-271.5
1626,3/12,+931.69
1627,2/3,-641.22
1628,1/9,+753.18
1629,2/4,-787.45
1630,2/10,+100.71
1631,2/11,-886.37
1632,1/15,+930.38
1633,11/6,-444.47
1634,7/18,+306.12
1635,6/6,+190.72
1636,8/12,+25.6
1637,11/19,-439.29
1638,3/1,-610.29
1639,2/19,-25.84
1640,6/19,-311.68
1641,5/19,-407.52
1642,4/3,-815.01
1643,3/10,-508.24
1644,1/8,+133.06
1645,8/16,-425.42
1646,7/17,+37.72
1647,1/12,+888.72
1648,5/2,-889.89
1649,3/3,+94.24
1650,7/12,+707.18
1651,1/4,-813.46
1652,7/2,-398.4
1653,4/14,+993.86
1654,8/13,-470.99
1655,10/11,+347.72
1656,7/4,+646.52
1657,8/10,+252.31
1658,1/19,+966.66
1659,4/10,+740.25
1660,2/13,+857.05
1661,5/12,-638.43
1662,11/17,-783.73
1663,5/15,+73.42
1664,4/17,-102.21
1665,11/2,+978.02
1666,7/7,+979.66
1667,8/9,-418.89
1668,8/18,+577.48
1669,8/15,-616.95
1670,4/5,+66.19
1671,11/8,-76.41
1672,3/5,-806.89
1673,6/18,-860.25
1674,5/2,+423.23
1675,1/16,+746.5
1676,2/4,-536.52
1677,9/12,+459.55
1678,11/4,-600.07
1679,7/1,-435.16
1680,11/11,+488.46
1681,7/17,+113.4
1682,1/10,+103.19
1683,7/1,-417.31
1684,7/19,-623.02
1685,8/1,-914.59
1686,1/3,-104.26
1687,8/4,+31.02
1688,4/19,-970.95
1689,2/5,+125.24
1690,4/10,-958.49
1691,7/15,+476.49
1692,8/8,+140.42
1693,4/11,-51.32
1694,6/4,-344.81
1695,2/14,-304.93
1696,2/2,-28.44
1697,1/4,-394.91
1698,8/6,+687.93
1699,3/4,-814.79
1700,10/19,-738.98
1701,1/6,+358.22
1702,7/11,-42.55
1703,3/13,-196.81
1704,3/5,+65.93
1705,5/14,-838.97
1706,6/12,+513.51
1707,10/8,-540.03
1708,3/17,-200.04
1709,2/13,-224.24
1710,3/1,+4.72
1711,6/1,-871.88
1712,5/13,+226.34
1713,11/15,+58.03
1714,9/4,+856.67
1715,1/13,+268.53
1716,9/1,-625.04
1717,2/3,+286.31
1718,8/1,+794.07
1719,3/11,-484.4
1720,8/14,+424.77
1721,4/15,+305.87
1722,3/1,-437.82
1723,7/9,+193.48
1724,9/14,+446.99
1725,5/14,-311.78
1726,3/15,+46.37
1727,9/13,-31.95
1728,4/4,-577.5
1729,7/15,-111.66
1730,2/19,-807.44
1731,1/12,+388.72
1732,4/15,+718.83
1733,5/14,-36.27
1734,1/19,-662.13
1735,9/16,-539.78
1736,4/7,+901.37
1737,8/7,-714.04
1738,3/13,-91.83
1739,4/1,+497.96
1740,4/1,+38.28
1741,6/1,-754.27
1742,3/16,-482.8
1743,5/16,-327.72
1744,2/17,-424.63
1745,9/17,-297.11
1746,7/7,-725.51
1747,9/2,-938.28
1748,6/9,+813.09
1749,2/12,-921.24
1750,6/2,+87.85
1751,5/10,+661.51
1752,7/4,+810.02
1753,9/16,-650.42
1754,7/5,+260.33
1755,11/15,+698.65
1756,5/5,-657.47
1757,9/17,-617.16
1758,7/19,+827.26
1759,7/17,-319.97
1760,11/4,-805.53
1761,2/18,+542.69
1762,8/3,+236.99
1763,7/12,-330.33
1764,10/11,+218.72
1765,2/4,+824.22
1766,9/13,-987.14
1767,6/17,+214.29
1768,8/18,-287.26
1769,10/19,-404.17
1770,3/18,-950.64
1771,5/10,-100.54
1772,5/10,-240.21
1773,1/5,+34.76
1774,9/18,-430.88
1775,5/4,-112.5
1776,4/12,-4.5
1777,11/8,-636.05
1778,10/2,-259.08
1779,1/5,+291.23
1780,5/18,-173.24
1781,9/11,-90.39
1782,2/1,+802.3
1783,9/8,-592.27
1784,8/11,+407.27
1785,9/1,-286.87
1786,2/3,-62.69
1787,10/6,+357.27
1788,8/3,+94.16
1789,5/10,-597.81
1790,8/5,-740.23
1791,1/7,-252.66
1792,6/16,-286.18
1793,6/4,+615.4
1794,9/15,+484.36
1795,2/19,-331.2
1796,7/10,-985.44
1797,2/18,-910.52
1798,11/15,+688.36
1799,11/13,-387.79
1800,2/8,+310.62
1801,3/11,+267.31
1802,7/17,+110.18
1803,7/4,-780.45
1804,1/2,+435.75
1805,7/17,+639.89
1806,5/12,-95.91
1807,10/3,+166.65
1808,4/19,+215.84
1809,10/19,-3.1
1810,6/3,+85.98
1811,10/9,-815.08
1812,3/11,+375.89
1813,4/3,+339.99
1814,11/3,+160.18
1815,9/17,+279.03
1816,11/14,-922.63
1817,5/11,+679.16
1818,4/2,-930.46
1819,9/4,-259.24
1820,8/3,-780.14
1821,11/5,+803.68
1822,9/11,+508.98
1823,3/18,-825.28
1824,7/5,-720.53
1825,1/2,+736.69
1826,8/19,+532.35
1827,11/11,-291.83
1828,9/17,-902.79
1829,10/8,-823.28
1830,6/16,+274.91
1831,1/2,+982.41
1832,3/8,+892.07
1833,10/4,-120.99
1834,5/12,-827.65
1835,8/5,+21.76
1836,6/3,+176.09
1837,9/14,-694.18
1838,11/13,-818.24
1839,3/13,+647.62
1840,11/6,+140.48
1841,11/12,+535.64
1842,2/10,+992.81
1843,5/14,+776.85
1844,11/15,-759.11
1845,2/10,-628.38
1846,1/18,-273.68
1847,9/19,-951.71
1848,10/11,-274.34
1849,6/11,+937.65
1850,2/7,-558.11
1851,10/7,+11.95
1852,11/1,+151.83
1853,4/17,-240.83
1854,4/2,+831.76
1855,8/8,-432.25
1856,9/7,+924.66
1857,9/5,-460.51
1858,10/5,-442.08
1859,10/8,+592.84
1860,11/3,-46.03
1861,5/2,+905.8
1862,2/5,-952.38
1863,4/12,-236.13
1864,6/7,-144.82
1865,5/8,+910.53
1866,5/5,+770.63
1867,3/8,-276.19
1868,10/3,-655.14
1869,7/13,-948.0
1870,2/5,-813.33
1871,9/8,-734.46
1872,9/12,+87.77
1873,9/8,-42.95
1874,4/3,-973.94
1875,5/1,+25.9
1876,10/7,+718.24
1877,10/11,+216.42
1878,7/9,-752.96
1879,9/19,-294.85
1880,6/2,-968.37
1881,8/6,+778.71
1882,1/6,-219.31
1883,8/8,-754.23
1884,8/9,+676.64
1885,9/9,-498.21
1886,10/4,-997.53
1887,6/10,+979.67
1888,8/18,-831.06
1889,9/1,-735.01
1890,2/2,-853.0
1891,2/16,+264.76
1892,1/2,+84.32
1893,8/9,-97.4
1894,6/2,-665.79
1895,6/13,-289.17
1896,6/3,+103.93
1897,11/15,+401.77
1898,4/17,+421.89
1899,11/17,-999.39
1900,11/10,+698.72
1901,6/9,-891.9
1902,11/8,+265.64
1903,5/16,+229.0
1904,9/4,-847.49
1905,3/18,-899.93
1906,1/9,+817.67
1907,8/6,-899.43
1908,11/13,+145.98
1909,11/12,-230.62
1910,1/1,-682.09
1911,4/1,+875.19
1912,5/19,+779.09
1913,10/10,+797.88
1914,11/17,+982.38
1915,6/5,+163.35
1916,11/10,-48.46
1917,2/15,-429.56
1918,5/1,+235.92
1919,8/5,+91.16
1920,1/13,+902.34
1921,4/3,+251.08
1922,1/5,-951.55
1923,3/12,+232.72
1924,7/17,-543.05
1925,8/6,+175.41
1926,5/15,-295.71
1927,9/4,+376.66
1928,11/11,-203.04
1929,9/5,+163.65
1930,11/18,+88.79
1931,10/10,+820.68
1932,8/14,-960.97
1933,10/12,-527.25
1934,8/19,+574.5
1935,5/11,+516.43
1936,2/1,-896.11
1937,1/17,-741.33
1938,6/15,+94.0
1939,9/9,-705.95
1940,10/19,-80.49
1941,4/14,-416.69
1942,8/6,+178.69
1943,6/12,-567.43
1944,11/7,+730.21
1945,1/11,-596.67
1946,4/13,-659.27
1947,6/6,-975.15
1948,9/1,+423.73
1949,8/11,-541.55
1950,3/15,-46.63
1951,6/5,+157.91
1952,10/12,+27.75
1953,5/2,-122.69
1954,7/14,+450.9
1955,8/11,-81.21
1956,1/5,-504.75
1957,7/10,-7.58
1958,9/8,-159.52
1959,9/11,+540.56
1960,8/14,-194.37
1961,9/15,+744.14
1962,11/17,-834.76
1963,11/18,+510.78
1964,1/1,+999.94
1965,2/11,-955.45
1966,5/4,-821.85
1967,10/15,-848.06
1968,2/14,-487.94
1969,8/1,+179.12
1970,7/6,-437.48
1971,10/5,+162.88
1972,6/15,-701.3
1973,5/15,+52.54
1974,8/13,-732.95
1975,7/1,+246.87
1976,3/8,-388.79
1977,11/18,-568.53
1978,4/5,+606.04
1979,6/18,-223.59
1980,2/11,+223.11
1981,1/14,-939.03
1982,9/8,+917.43
1983,1/18,-791.02
1984,4/18,-970.65
1985,3/6,-146.67
1986,3/2,+102.82
1987,11/4,-5.18
1988,1/13,-173.37
1989,4/3,-0.32
1990,11/12,-259.68
1991,4/5,+477.71
1992,10/16,+90.97
1993,4/13,-998.1
1994,8/16,-69.8
1995,10/8,-313.3
1996,4/7,-123.98
1997,7/19,-863.65
1998,11/12,+743.61
1999,2/12,+272.82
2000,10/15,-832.06
2001,11/7,+437.66
2002,5/18,+298.91
2003,8/19,+471.86
2004,8/16,+596.2
2005,6/1,-514.01
2006,3/12,+142.55
2007,2/3,-971.87
2008,11/10,+745.64
2009,8/8,-746.14
2010,5/14,+49.36
2011,1/19,-951.9
2012,5/10,-519.87
2013,2/4,+475.75
2014,11/19,-883.31
2015,1/2,+194.76
2016,11/17,-290.06
2017,3/14,-130.91
2018,7/6,-573.46
2019,1/8,-918.23
2020,9/1,+764.04
2021,8/2,+291.45
2022,5/12,-744.97
2023,7/14,+398.53
2024,1/4,+795.85
2025,2/14,+123.37
2026,5/10,+332.84
2027,10/1,+682.81
2028,6/10,+642.82
2029,11/15,-487.16
2030,4/8,-790.46
2031,7/6,+561.71
2032,1/1,-121.6
2033,9/14,+40.24
2034,7/11,-712.26
2035,4/11,+791.23
2036,1/3,+538.03
2037,4/15,-988.03
2038,4/2,-967.5
2039,2/16,+713.66
2040,7/6,-356.95
2041,8/4,+432.83
2042,9/10,+554.78
2043,10/8,-626.48
2044,2/2,+668.01
2045,9/10,+151.34
2046,4/12,-200.15
2047,3/3,+182.95
2048,1/12,+246.9
2049,11/19,-375.9
2050,7/2,+299.91
2051,3/13,-162.29
2052,10/8,-189.29
2053,2/7,-780.07
2054,10/18,-786.17
2055,7/17,+534.42
2056,2/3,-295.78
2057,9/3,+94.18
2058,1/8,+465.47
2059,9/5,-930.41
2060,6/19,-358.92
2061,10/12,-154.19
2062,9/19,+4.7
2063,11/13,-333.08
2064,10/7,+490.03
2065,10/10,+697.13
2066,10/10,-295.62
2067,8/4,+95.19
2068,7/16,+521.58
2069,1/3,+522.31
2070,8/15,-872.3
2071,9/12,+16.86
2072,4/18,-847.36
2073,3/6,+374.77
2074,11/19,+131.93
2075,11/12,+341.74
2076,4/14,+331.34
2077,4/16,-447.14
2078,11/16,+94.05
2079,8/16,-785.84
2080,9/7,-451.59
2081,2/18,-790.18
2082,3/11,-515.29
2083,2/18,+839.64
2084,7/7,-837.46
2085,9/14,-104.18
2086,11/4,-346.35
2087,3/2,-793.58
2088,3/8,+177.59
2089,9/14,-801.54
2090,4/13,-970.81
2091,11/15,-78.05
2092,4/3,+223.61
2093,6/17,+367.14
2094,7/18,+808.16
2095,4/1,+471.26
2096,8/10,-178.39
2097,7/12,+516.36
2098,6/7,+243.39
2099,2/18,+656.18
2100,7/2,-435.99
2101,1/13,-843.85
2102,11/19,+679.59
2103,9/18,+848.35
2104,9/5,-705.78
2105,8/2,-967.0
2106,8/11,+777.36
2107,4/15,-250.36
2108,10/4,+151.77
2109,2/9,+251.32
2110,8/2,+725.4
2111,10/6,+380.41
2112,10/9,+273.5
2113,9/11,+396.31
2114,11/5,-304.53
2115,2/13,+360.35
2116,10/6,-588.15
2117,11/8,+517.44
2118,2/16,+831.73
2119,2/4,+174.81
2120,10/15,+600.77
2121,11/3,+810.02
2122,2/10,-414.12
2123,1/2,-644.42
2124,11/2,-9.71
2125,10/7,+111.36
2126,10/17,+710.88
2127,1/18,+306.64
2128,7/4,-579.58
2129,1/3,+727.77
2130,11/14,-769.32
2131,2/13,+711.55
2132,7/5,-208.35
2133,8/15,+36.08
2134,3/4,+280.83
2135,11/4,-272.58
2136,4/8,+543.35
2137,10/3,+766.95
2138,7/15,-506.31
2139,8/9,+931.15
2140,7/2,-431.64
2141,6/16,+61.32
2142,3/1,+503.31
2143,9/8,+88.69
2144,4/9,+320.51
2145,6/12,+683.44
2146,6/4,-161.48
2147,3/6,+654.71
2148,10/14,+839.55
2149,7/4,+512.01
2150,5/7,+560.4
2151,6/14,-493.85
2152,8/2,-897.89
2153,6/18,+750.35
2154,5/3,+909.25
2155,1/17,+308.67
2156,7/2,-753.3
2157,2/6,+376.09
2158,9/9,+568.27
2159,11/18,+352.26
2160,2/16,-107.47
2161,5/5,-609.49
2162,9/6,+686.33
2163,4/8,+113.88
2164,10/7,-150.03
2165,8/5,+243.85
2166,11/4,+544.4
2167,3/14,-160.58
2168,11/13,+178.74
2169,8/17,+248.69
2170,3/10,+334.6
2171,4/11,-390.44
2172,8/2,-184.15
2173,2/18,+436.97
2174,3/15,-543.53
2175,2/14,-42.35
2176,7/8,+377.02
2177,1/6,+579.85
2178,5/1,-48.64
2179,6/17,-23.33
2180,10/7,+329.13
2181,2/17,+507.18
2182,10/15,-924.69
2183,4/15,+403.17
2184,2/19,-830.96
2185,1/17,-570.84
2186,8/6,-86.23
2187,7/1,+996.99
2188,6/3,+792.57
2189,10/5,-763.56
2190,7/3,-635.97
2191,8/3,+495.34
2192,6/19,-496.99
2193,11/8,-106.05
2194,7/12,+119.28
2195,2/17,-481.94
2196,7/14,-410.99
2197,1/1,-578.08
2198,11/10,-423.56
2199,7/1,+827.39
2200,8/11,-776.67
2201,6/12,-632.25
2202,2/4,-332.29
2203,4/2,-398.48
2204,4/7,-366.68
2205,7/9,+699.14
2206,9/10,+937.09
2207,10/14,+331.65
2208,4/16,+510.99
2209,4/5,-47.92
2210,1/7,-918.0
2211,11/17,+18.18
2212,2/9,+405.24
2213,11/2,-844.09
2214,7/5,+537.74
2215,1/15,-222.98
2216,5/3,-923.01
2217,7/6,-963.64
2218,6/8,-457.1
2219,8/5,+843.42
2220,6/12,-38.21
2221,6/14,+511.23
2222,7/3,-254.01
2223,5/7,-44.42
2224,4/1,-124.69
2225,1/14,+259.3
2226,10/12,-870.6
2227,8/15,-597.5
2228,8/7,+963.06
2229,7/5,+288.82
2230,10/13,+47.23
2231,5/19,-288.35
2232,9/15,+945.46
2233,10/2,+891.77
2234,8/15,+30.21
2235,4/18,-285.67
2236,6/19,-340.71
2237,10/1,+350.1
2238,5/11,-931.28
2239,5/15,-197.4
2240,2/11,-672.05
2241,10/16,+556.58
2242,3/14,-126.01
2243,5/18,+205.2
2244,5/8,-188.23
2245,11/5,-370.47
2246,8/12,+406.15
2247,7/7,+755.31
2248,9/10,+224.7
2249,3/18,-790.29
2250,1/7,+993.55
2251,9/10,-652.68
2252,10/9,-160.55
2253,4/16,-482.49
2254,6/16,+660.64
2255,3/8,+118.27
2256,10/9,+824.22
2257,3/3,-512.98
2258,7/7,-82.23
2259,5/11,-154.8
2260,4/12,+791.58
2261,2/1,-883.08
2262,10/11,-869.67
2263,8/6,-344.87
2264,5/18,+979.92
2265,5/5,-733.84
2266,9/18,-660.19
2267,6/5,+929.41
2268,7/17,+451.97
2269,10/8,-29.68
2270,8/9,-801.86
2271,7/3,+187.64
2272,4/10,-59.57
2273,10/11,+115.97
2274,5/7,-367.95
2275,2/2,+84.14
2276,8/9,-868.03
2277,5/2,-163.08
2278,4/12,-700.23
2279,7/11,+423.52
2280,1/4,+216.67
2281,7/4,+309.57
2282,7/5,+473.75
2283,1/19,-902.83
2284,6/18,+924.5
2285,1/2,-716.99
2286,1/4,-688.6
2287,8/11,-976.29
2288,10/7,-695.59
2289,2/1,-369.14
2290,5/5,+617.4
2291,1/12,+363.18
2292,10/5,-188.35
2293,11/17,+68.96
2294,2/14,+456.26
2295,2/13,-836.82
2296,7/14,-795.59
2297,10/1,-509.37
2298,10/15,+168.99
2299,6/11,-226.16
2300,10/14,+291.81
2301,8/18,-617.82
2302,6/9,-913.79
2303,5/1,-107.88
2304,7/1,-777.3
2305,10/5,+553.79
2306,6/6,+348.54
2307,6/5,+824.41
2308,9/19,-158.67
2309,10/4,-194.13
2310,3/13,-654.38
2311,8/10,+303.49
2312,2/7,+715.42
2313,2/7,-125.13
2314,6/10,-436.73
2315,9/3,-355.23
2316,10/7,+665.76
2317,4/19,-134.77
2318,8/3,+599.27
2319,1/8,+619.39
2320,6/2,-962.33
2321,9/3,-273.53
2322,4/16,-886.13
2323,2/3,+135.25
2324,3/15,+150.42
2325,8/11,-545.52
2326,9/10,-456.03
2327,6/3,-433.56
2328,11/7,+71.12
2329,6/2,+914.12
2330,5/1,+614.48
2331,5/3,+190.77
2332,10/1,+215.0
2333,5/19,+227.63
2334,1/18,+363.77
2335,6/19,+394.25
2336,2/16,+284.79
2337,11/7,-217.42
2338,6/10,-62.72
2339,5/6,-680.66
2340,7/17,+965.91
2341,11/13,-18.74
2342,10/15,+212.51
2343,8/2,-579.33
2344,4/9,-933.58
2345,11/13,+124.33
2346,3/18,-559.99
2347,8/16,+439.93
2348,9/19,+504.91
2349,9/13,-281.36
2350,11/1,-681.18
2351,3/2,+994.97
2352,4/1,-205.22
2353,5/3,-612.04
2354,4/6,-423.19
2355,8/2,-640.42
2356,4/6,+390.6
2357,10/1,-800.86
2358,10/11,-642.43
2359,7/1,+164.59
2360,6/19,+864.23
2361,3/3,-860.03
2362,2/18,+55.19
2363,11/9,+40.6
2364,3/17,-653.65
2365,2/7,-161.33
2366,11/13,-761.59
2367,7/11,+973.88
2368,8/8,+512.59
2369,9/10,+427.2
2370,3/19,+185.87
2371,3/16,-248.22
2372,10/14,+405.13
2373,2/4,-935.37
2374,9/14,-293.03
2375,2/8,-742.24
2376,5/14,-446.24
2377,3/4,+658.61
2378,9/13,-447.92
2379,3/1,-311.18
2380,8/1,-479.88
2381,6/4,-978.8
2382,9/12,-379.58
2383,1/15,+319.6
2384,5/9,+573.37
2385,9/2,-328.99
2386,10/2,-595.46
2387,10/8,-563.25
2388,10/12,+700.82
2389,11/2,-182.8
2390,10/14,-231.54
2391,2/17,+46.63
2392,1/13,-905.17
2393,4/13,+317.73
2394,2/1,-630.23
2395,9/11,-477.12
2396,6/5,+326.96
2397,9/15,+850.78
2398,4/16,+460.74
2399,3/10,-955.29
2400,10/12,-998.95
2401,3/19,+881.53
2402,7/6,+566.56
2403,9/19,+726.65
2404,11/8,-682.07
2405,7/10,+472.7
2406,9/7,-622.79
2407,9/17,+45.03
2408,3/16,+408.73
2409,11/1,+789.19
2410,10/11,-336.3
2411,9/16,+197.17
2412,5/15,-602.46
